,Unnamed: 0,name,artist,genre,artist popularity,song popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,liveness,valence,tempo,country
328,28,No Es Por Acá,Carin Leon,"['corrido', 'musica mexicana', 'nueva musica mexicana', 'sad sierreno', 'sierreno']",83,83,0.746,0.37,2,-6.309,1,0.0306,0.456,0.106,0.595,97.568,Mexico
329,29,Si Fuera Fácil,Grupo Marca Registrada,"['corrido', 'norteno', 'nueva musica mexicana', 'sad sierreno']",80,84,0.794,0.677,10,-9.969,1,0.0713,0.446,0.076,0.611,101.467,Mexico
330,30,Los Botones Azules,Junior H,"['corridos tumbados', 'musica mexicana', 'nueva musica mexicana', 'sad sierreno', 'sierreno']",85,84,0.784,0.737,5,-2.174,1,0.0758,0.0877,0.1,0.623,97.5,Mexico
331,31,PROVENZA,KAROL G,"['reggaeton', 'reggaeton colombiano', 'urbano latino']",87,90,0.87,0.516,1,-8.006,1,0.0541,0.656,0.11,0.53,111.005,Mexico
332,32,Chale,Eden Muñoz,['nueva musica mexicana'],77,84,0.551,0.436,8,-8.029,1,0.0428,0.395,0.0719,0.862,188.651,Mexico
333,33,DESPECHÁ,ROSALÍA,['r&b en espanol'],86,86,0.914,0.622,7,-6.538,1,0.0892,0.146,0.0632,0.77,130.04,Mexico
334,34,Puro Campeón,Grupo Marca Registrada,"['corrido', 'norteno', 'nueva musica mexicana', 'sad sierreno']",80,83,0.851,0.542,10,-8.152,1,0.122,0.361,0.132,0.789,101.896,Mexico
335,35,Por las Noches,Peso Pluma,"['nueva musica mexicana', 'sad sierreno']",79,79,0.807,0.595,0,-7.19,1,0.0325,0.31,0.0735,0.392,92.491,Mexico
336,36,Monotonía,Shakira,"['colombian pop', 'dance pop', 'latin pop']",87,91,0.873,0.695,0,-4.207,0,0.0459,0.419,0.211,0.823,131.963,Mexico
337,37,As It Was,Harry Styles,['pop'],90,92,0.52,0.731,6,-5.338,0,0.0557,0.342,0.311,0.662,173.93,Mexico
338,38,Calm Down (with Selena Gomez),Rema,['nigerian pop'],81,93,0.801,0.806,11,-5.206,1,0.0381,0.382,0.114,0.802,106.999,Mexico
339,39,Solita (En Vivo),Lenin Ramírez,"['corrido', 'musica mexicana', 'nueva musica mexicana', 'sad sierreno', 'sierreno']",74,80,0.677,0.657,1,-4.657,0,0.0596,0.498,0.0562,0.812,116.225,Mexico
340,40,Vamos Para Arriba,Junior H,"['corridos tumbados', 'musica mexicana', 'nueva musica mexicana', 'sad sierreno', 'sierreno']",85,81,0.699,0.51,5,-7.153,0,0.0352,0.498,0.22,0.625,98.07,Mexico
341,41,Como Quieras Quiero,Eden Muñoz,['nueva musica mexicana'],77,80,0.555,0.707,10,-7.665,1,0.12,0.644,0.101,0.963,185.914,Mexico
342,42,LA CANCIÓN,J Balvin,"['reggaeton', 'reggaeton colombiano', 'urbano latino']",88,88,0.754,0.646,7,-5.795,1,0.317,0.152,0.108,0.429,176.089,Mexico
343,43,Yonaguni,Bad Bunny,"['reggaeton', 'trap latino', 'urbano latino']",100,87,0.644,0.648,1,-4.601,1,0.118,0.276,0.135,0.44,179.951,Mexico
344,44,CAIRO,KAROL G,"['reggaeton', 'reggaeton colombiano', 'urbano latino']",87,88,0.951,0.692,5,-4.038,0,0.312,0.472,0.0894,0.431,115.047,Mexico
345,45,El Chamaquito,Virlan Garcia,"['corrido', 'musica mexicana', 'nueva musica mexicana', 'sad sierreno', 'sierreno']",69,73,0.905,0.421,0,-9.433,1,0.0387,0.744,0.0763,0.955,103.992,Mexico
346,46,Un Coco,Bad Bunny,"['reggaeton', 'trap latino', 'urbano latino']",100,86,0.839,0.69,11,-4.464,1,0.0615,0.207,0.176,0.744,151.991,Mexico
347,47,Ya No Somos Ni Seremos,Christian Nodal,"['mariachi', 'musica mexicana', 'nueva musica mexicana', 'ranchera']",82,83,0.588,0.452,7,-4.75,1,0.0268,0.437,0.344,0.734,139.953,Mexico
348,48,Party,Bad Bunny,"['reggaeton', 'trap latino', 'urbano latino']",100,88,0.829,0.799,9,-5.389,1,0.0897,0.0151,0.242,0.471,97.013,Mexico
349,49,Que Te Vaya Bien,Julión Álvarez y su Norteño Banda,"['banda', 'musica mexicana', 'norteno', 'sad sierreno']",80,71,0.667,0.467,7,-5.906,1,0.0276,0.237,0.271,0.406,97.99,Mexico
350,0,Evoque Prata,MC MENOR HR,['funk rj'],72,89,0.872,0.519,7,-4.467,1,0.244,0.306,0.276,0.52,86.768,Brazil
351,1,Bombonzinho - Ao Vivo,Israel & Rodolffo,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",77,88,0.651,0.947,1,-3.669,1,0.0539,0.305,0.92,0.722,158.046,Brazil
352,2,Eu Gosto Assim - Ao Vivo,Gustavo Mioto,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",74,88,0.636,0.909,0,-3.685,1,0.0439,0.149,0.719,0.61,154.189,Brazil
353,3,Haja Colírio (feat. Hugo & Guilherme) - Ao Vivo,Guilherme & Benuto,['arrocha'],79,86,0.714,0.748,11,-4.605,1,0.0679,0.59,0.626,0.698,105.031,Brazil
354,4,Leão,Marília Mendonça,"['arrocha', 'sertanejo']",84,77,0.743,0.865,6,-3.897,1,0.0315,0.449,0.297,0.794,129.999,Brazil
355,5,Roça Em Mim,Zé Felipe,"['arrocha', 'arrochadeira']",74,84,0.846,0.81,9,-3.332,0,0.0867,0.222,0.139,0.762,135.074,Brazil
356,6,Agudo Mágico 3,MC K.K,"['funk mandelao', 'funk mtg']",63,78,0.649,0.797,6,-2.405,0,0.0504,0.221,0.0728,0.49,129.966,Brazil
357,7,Pactos - Ao Vivo,Matheus & Kauan,"['arrocha', 'pop nacional', 'sertanejo pop', 'sertanejo universitario']",80,85,0.565,0.889,1,-2.976,1,0.0498,0.582,0.427,0.473,121.778,Brazil
358,8,Assunto Delicado - Ao Vivo,Guilherme & Benuto,['arrocha'],79,85,0.569,0.941,4,-4.135,0,0.312,0.401,0.891,0.608,73.776,Brazil
359,9,Sereia,Orochi,"['brazilian hip hop', 'funk carioca']",76,84,0.651,0.661,9,-5.08,1,0.147,0.276,0.105,0.505,114.528,Brazil
360,10,Felina,WIU,['trap brasileiro'],77,85,0.585,0.662,5,-4.235,0,0.351,0.385,0.0966,0.533,169.239,Brazil
361,11,Casei Com a Putaria,Mc Paiva ZS,"['funk carioca', 'funk rj']",79,85,0.585,0.6,10,-7.008,0,0.436,0.117,0.0504,0.617,160.635,Brazil
362,12,Média Boa - Ao Vivo,Felipe e Rodrigo,['sertanejo pop'],66,83,0.676,0.824,9,-3.675,1,0.0657,0.382,0.529,0.73,118.071,Brazil
363,13,Beijo de Glicose - Ao Vivo,Diego & Victor Hugo,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",75,84,0.556,0.87,9,-3.738,0,0.101,0.409,0.896,0.59,100.002,Brazil
364,14,Novinha do Onlyfans (Tchan Ran Tchan Tchan),Kadu Martins,[],68,82,0.767,0.684,11,-3.221,0,0.0431,0.508,0.0417,0.965,95.001,Brazil
365,15,5 Regras - Ao Vivo,Jorge & Mateus,"['arrocha', 'sertanejo', 'sertanejo universitario']",84,84,0.761,0.574,11,-8.196,1,0.0675,0.78,0.459,0.605,124.185,Brazil
366,16,É Só Um Lance Lero Lero,DJ Dozabri,"['funk mandelao', 'funk mtg']",67,82,0.905,0.713,7,-3.183,1,0.271,0.588,0.0981,0.756,130.193,Brazil
367,17,Perdoou Nada - Ao Vivo,Israel & Rodolffo,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",77,79,0.629,0.864,3,-4.179,1,0.059,0.105,0.431,0.678,153.937,Brazil
368,18,Esse B.O é Meu - Ao Vivo,Guilherme & Benuto,['arrocha'],79,82,0.502,0.845,0,-4.349,0,0.138,0.411,0.784,0.649,139.728,Brazil
369,19,Tubarão Te Amo,Dj LK da Escócia,"['funk carioca', 'funk rj']",70,86,0.889,0.742,4,-3.495,0,0.358,0.299,0.066,0.479,130.089,Brazil
370,20,A Culpa É Nossa - Ao Vivo,Maiara & Maraisa,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",79,76,0.596,0.85,11,-4.528,1,0.0523,0.608,0.41,0.531,138.057,Brazil
371,21,Mal Feito - Ao Vivo,Hugo & Guilherme,"['arrocha', 'sertanejo pop']",80,75,0.732,0.831,0,-3.791,0,0.0691,0.554,0.903,0.684,123.942,Brazil
372,22,Ex dos Meus Sonhos - Ao Vivo,Gusttavo Lima,"['arrocha', 'sertanejo', 'sertanejo universitario']",82,83,0.75,0.748,9,-4.424,1,0.0331,0.554,0.921,0.607,105.989,Brazil
373,23,Coração de Gelo,WIU,['trap brasileiro'],77,79,0.732,0.671,10,-4.276,0,0.082,0.124,0.128,0.836,159.907,Brazil
374,24,MAMA.CITA (hasta la vista),Luísa Sonza,"['funk carioca', 'pop nacional']",76,73,0.778,0.706,6,-3.864,1,0.133,0.0607,0.0969,0.71,129.027,Brazil
375,25,Namora Aí,MC Ryan SP,"['funk carioca', 'funk paulista']",84,77,0.556,0.659,11,-0.845,0,0.0942,0.148,0.294,0.754,86.634,Brazil
376,26,Comunicação Falhou - Ao Vivo,Mari Fernandez,"['arrocha', 'arrochadeira']",80,81,0.612,0.882,5,-2.66,0,0.0501,0.416,0.676,0.793,145.974,Brazil
377,27,Todo Seu - Ao Vivo,Jorge & Mateus,"['arrocha', 'sertanejo', 'sertanejo universitario']",84,74,0.631,0.819,7,-5.018,1,0.131,0.293,0.586,0.665,152.018,Brazil
378,28,Pipoco,Ana Castela,"['funk rj', 'sertanejo pop']",80,82,0.774,0.742,8,-4.178,1,0.0766,0.473,0.342,0.736,134.991,Brazil
379,29,Perfeito Pra Ficar Sozinho - Ao Vivo,Murilo Huff,"['arrocha', 'sertanejo pop']",75,81,0.586,0.734,5,-5.048,1,0.0474,0.708,0.492,0.572,90.551,Brazil
380,30,Basiquinho - Ao Vivo,Matheus & Kauan,"['arrocha', 'pop nacional', 'sertanejo pop', 'sertanejo universitario']",80,81,0.504,0.827,1,-2.948,1,0.115,0.353,0.101,0.737,75.96,Brazil
381,31,Ai Preto,L7NNON,"['funk rj', 'pop rap brasileiro']",78,82,0.953,0.57,6,-5.149,1,0.245,0.537,0.0993,0.834,129.947,Brazil
382,32,Te Amo Demais,Marília Mendonça,"['arrocha', 'sertanejo']",84,81,0.713,0.625,0,-3.473,1,0.0268,0.573,0.11,0.687,114.023,Brazil
383,33,Nem Namorado e Nem Ficante - Ao Vivo | Faixa Bônus,Israel & Rodolffo,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",77,79,0.627,0.949,9,-4.16,0,0.0531,0.0568,0.645,0.682,146.079,Brazil
384,34,Poesia Acústica 13,Pineapple StormTv,"['rap baiano', 'trap baiano', 'trap brasileiro']",74,81,0.572,0.579,10,-7.242,0,0.128,0.469,0.136,0.5,127.982,Brazil
385,35,Gatilho - Ao Vivo,Matheus & Kauan,"['arrocha', 'pop nacional', 'sertanejo pop', 'sertanejo universitario']",80,80,0.48,0.93,2,-4.441,1,0.143,0.0302,0.689,0.641,160.063,Brazil
386,36,Cara da Derrota - Ao Vivo,Gusttavo Lima,"['arrocha', 'sertanejo', 'sertanejo universitario']",82,77,0.778,0.804,7,-4.386,1,0.0412,0.462,0.834,0.605,122.074,Brazil
387,37,Balanço da Rede,Matheus Fernandes,"['arrocha', 'forro', 'funk carioca', 'sertanejo pop']",69,80,0.764,0.796,6,-4.611,0,0.033,0.193,0.0853,0.924,140.072,Brazil
388,38,Gostosinha é Ela,Felipe Amorim,"['arrocha', 'arrochadeira']",75,80,0.942,0.85,11,-1.821,0,0.0909,0.345,0.382,0.963,119.989,Brazil
389,39,X1,MC Cabelinho,"['funk carioca', 'funk consciente', 'trap funk']",79,79,0.579,0.804,8,-5.024,1,0.0581,0.457,0.136,0.546,183.075,Brazil
390,40,Toma Tapa,Mc Jacaré,"['arrochadeira', 'funk 150 bpm', 'funk carioca', 'funk mtg', 'funk rj', 'trap funk']",70,75,0.921,0.55,3,-4.736,0,0.369,0.196,0.0947,0.848,129.847,Brazil
391,41,Imprevisto,Yago Oproprio,['brazilian hip hop'],66,79,0.697,0.588,3,-9.037,0,0.152,0.365,0.109,0.511,151.937,Brazil
392,42,As It Was,Harry Styles,['pop'],90,92,0.52,0.731,6,-5.338,0,0.0557,0.342,0.311,0.662,173.93,Brazil
393,43,Te Love - Ao Vivo,Kevi Jonny,"['arrocha', 'forro', 'sertanejo pop']",66,64,0.774,0.917,1,-3.007,1,0.049,0.259,0.355,0.891,130.003,Brazil
394,44,Fala Mal de Mim - Ao Vivo,Gusttavo Lima,"['arrocha', 'sertanejo', 'sertanejo universitario']",82,79,0.672,0.957,7,-4.272,1,0.0485,0.197,0.386,0.895,160.005,Brazil
395,45,Baile no Morro,MC Tairon,"['funk carioca', 'funk mtg']",68,80,0.714,0.404,3,-7.903,0,0.453,0.457,0.0701,0.782,130.088,Brazil
396,46,No Ouvidinho,Felipe Amorim,"['arrocha', 'arrochadeira']",75,79,0.885,0.834,3,-3.374,1,0.0394,0.403,0.0865,0.84,124.018,Brazil
397,47,NÉ SEGREDO,MC Cabelinho,"['funk carioca', 'funk consciente', 'trap funk']",79,79,0.654,0.71,3,-5.68,0,0.111,0.619,0.218,0.508,103.548,Brazil
398,48,Unholy (feat. Kim Petras),Sam Smith,"['dance pop', 'pop', 'uk pop']",89,98,0.714,0.472,2,-7.375,1,0.0864,0.013,0.266,0.238,131.121,Brazil
399,49,DONA DE MIM,Ana Castela,"['funk rj', 'sertanejo pop']",80,68,0.68,0.793,1,-4.726,1,0.234,0.437,0.11,0.728,167.922,Brazil
400,0,La Bachata,Manuel Turizo,"['colombian pop', 'reggaeton', 'reggaeton colombiano', 'urbano latino']",85,97,0.835,0.679,7,-5.329,0,0.0364,0.583,0.218,0.85,124.98,Argentina
401,1,Marisola - Remix,Cris Mj,"['mambo chileno', 'urbano chileno', 'urbano latino']",81,81,0.765,0.872,1,-5.863,1,0.0498,0.173,0.0749,0.722,94.999,Argentina
402,2,Dos Besitos,La Joaqui,"['argentine hip hop', 'rap latina']",74,80,0.864,0.667,5,-4.617,0,0.0833,0.245,0.0998,0.782,96.889,Argentina
403,3,"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino', 'urbano latino']",86,96,0.621,0.782,2,-5.548,1,0.044,0.0125,0.23,0.55,128.033,Argentina
404,4,Punto G,Quevedo,"['rap canario', 'urbano latino']",87,89,0.751,0.761,11,-4.113,0,0.15,0.251,0.0991,0.553,92.032,Argentina
405,5,Tu Turrito,Rei,['trap argentino'],73,82,0.838,0.545,9,-6.1,0,0.0604,0.0966,0.0927,0.428,90.023,Argentina
406,6,CÓMO CHILLA ELLA,YSY A,"['argentine hip hop', 'trap argentino']",79,82,0.933,0.699,2,-8.0,0,0.177,0.197,0.0617,0.798,128.036,Argentina
407,7,ARRANCARMELO,WOS,"['argentine indie', 'trap argentino']",74,81,0.654,0.354,5,-7.358,1,0.0738,0.724,0.134,0.262,81.956,Argentina
408,8,Ya No Vuelvas (Versión Cuarteto),Luck Ra,"['trap argentino', 'trap triste']",64,74,0.736,0.9,1,-4.575,1,0.0825,0.224,0.375,0.562,149.947,Argentina
409,9,Hey Mor,Ozuna,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",90,91,0.901,0.589,1,-6.713,0,0.289,0.00302,0.0992,0.399,98.002,Argentina
410,10,Butakera,La Joaqui,"['argentine hip hop', 'rap latina']",74,81,0.871,0.563,1,-6.422,1,0.0618,0.56,0.0665,0.457,88.96,Argentina
411,11,DESPECHÁ,ROSALÍA,['r&b en espanol'],86,86,0.914,0.622,7,-6.538,1,0.0892,0.146,0.0632,0.77,130.04,Argentina
412,12,CALLEJERO FINO | DJ TAO Turreo Sessions #723,DJ Tao,"['cumbia 420', 'previa']",67,78,0.774,0.877,10,-4.054,1,0.0623,0.0304,0.429,0.648,92.997,Argentina
413,13,Pa’ la Selección,La T y La M,['previa'],65,69,0.605,0.572,11,-6.06,0,0.0435,0.144,0.721,0.834,84.827,Argentina
414,14,Vista Al Mar,Quevedo,"['rap canario', 'urbano latino']",87,89,0.759,0.561,0,-5.643,0,0.131,0.803,0.101,0.491,104.915,Argentina
415,15,TU AMOR | E7,DJ Alex,"['cumbia 420', 'previa']",66,78,0.668,0.543,6,-10.298,0,0.0435,0.265,0.347,0.671,136.459,Argentina
416,16,Besos Moja2,Wisin & Yandel,"['electro latino', 'latin hip hop', 'reggaeton', 'urbano latino']",83,82,0.736,0.727,5,-4.642,0,0.0571,0.0584,0.0976,0.644,94.048,Argentina
417,17,Perfecta,Rusherking,"['trap argentino', 'trap triste']",72,78,0.649,0.487,5,-7.872,1,0.232,0.08,0.232,0.681,179.946,Argentina
418,18,FERNET,Rei,['trap argentino'],73,79,0.71,0.738,6,-4.077,0,0.0861,0.156,0.0661,0.608,98.958,Argentina
419,19,La Triple T,TINI,"['latin pop', 'pop argentino']",79,82,0.801,0.633,11,-2.785,0,0.0777,0.414,0.27,0.676,92.025,Argentina
420,20,Me Porto Bonito,Bad Bunny,"['reggaeton', 'trap latino', 'urbano latino']",100,95,0.911,0.712,1,-5.105,0,0.0817,0.0901,0.0933,0.425,92.005,Argentina
421,21,Ojitos Lindos,Bad Bunny,"['reggaeton', 'trap latino', 'urbano latino']",100,93,0.647,0.686,3,-5.745,0,0.0413,0.08,0.528,0.268,79.928,Argentina
422,22,cómo dormiste?,Rels B,"['r&b en espanol', 'spanish hip hop', 'trap latino', 'urbano espanol', 'urbano latino']",82,86,0.627,0.429,1,-8.255,1,0.234,0.238,0.122,0.565,126.426,Argentina
423,23,Monotonía,Shakira,"['colombian pop', 'dance pop', 'latin pop']",87,91,0.873,0.695,0,-4.207,0,0.0459,0.419,0.211,0.823,131.963,Argentina
424,24,Ya No Quiero Verte,El Polaco,"['cumbia pop', 'cumbia villera']",63,75,0.619,0.731,7,-5.711,0,0.257,0.136,0.0444,0.604,139.875,Argentina
425,25,AUTOMÁTICO,Maria Becerra,['pop argentino'],83,70,0.68,0.808,10,-3.854,0,0.224,0.0911,0.205,0.868,176.131,Argentina
426,26,LA NENA DE ARGENTINA,Maria Becerra,['pop argentino'],83,79,0.531,0.58,5,-4.688,0,0.188,0.0984,0.101,0.887,169.865,Argentina
427,27,A POR TODO,YSY A,"['argentine hip hop', 'trap argentino']",79,77,0.796,0.567,11,-8.32,0,0.199,0.0732,0.239,0.226,82.02,Argentina
428,28,La Jumpa,Arcángel,"['latin hip hop', 'reggaeton', 'urbano latino']",87,85,0.887,0.234,9,-14.52,1,0.178,0.111,0.13,0.197,140.02,Argentina
429,29,CALLEJERO FINO | Mission 10,Alan Gomez,['cumbia 420'],72,77,0.88,0.531,6,-7.738,1,0.147,0.584,0.114,0.522,92.957,Argentina
430,30,"Duki: Bzrp Music Sessions, Vol. 50",Bizarrap,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino', 'urbano latino']",86,86,0.535,0.874,9,-2.248,0,0.137,0.371,0.192,0.323,140.006,Argentina
431,31,GIVENCHY,Duki,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste', 'urbano latino']",85,77,0.607,0.619,8,-6.726,1,0.396,0.142,0.231,0.377,102.974,Argentina
432,32,Universo Paralelo,La K'onga,['cuarteto'],74,72,0.619,0.739,4,-5.743,1,0.167,0.464,0.285,0.672,149.975,Argentina
433,33,"Muchachos, Ahora Nos Volvimos a Ilusionar",La Mosca Tse-Tse,"['argentine rock', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol', 'ska argentino']",67,76,0.699,0.871,7,-4.776,0,0.0621,0.283,0.0867,0.927,109.975,Argentina
434,34,Te Mentiría,La K'onga,['cuarteto'],74,70,0.651,0.731,7,-6.889,1,0.0549,0.116,0.0708,0.653,153.104,Argentina
435,35,Si No Te Tengo / Ángel / Aquello Que Pasó,Ke Personajes,[],72,73,0.419,0.711,11,-4.083,0,0.0488,0.0513,0.243,0.529,82.18,Argentina
436,36,Tití Me Preguntó,Bad Bunny,"['reggaeton', 'trap latino', 'urbano latino']",100,94,0.65,0.715,5,-5.198,0,0.253,0.0993,0.126,0.187,106.672,Argentina
437,37,Efecto,Bad Bunny,"['reggaeton', 'trap latino', 'urbano latino']",100,93,0.801,0.475,7,-8.797,0,0.0516,0.141,0.0639,0.234,98.047,Argentina
438,38,Caile,Luar La L,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",73,86,0.704,0.756,0,-4.948,1,0.448,0.298,0.0852,0.461,121.737,Argentina
439,39,CUÁNTO VALE HACER EL AMOR?,YSY A,"['argentine hip hop', 'trap argentino']",79,74,0.854,0.697,6,-8.538,0,0.207,0.387,0.101,0.499,104.982,Argentina
440,40,Miénteme,TINI,"['latin pop', 'pop argentino']",79,81,0.85,0.541,2,-4.522,1,0.0674,0.161,0.286,0.916,92.003,Argentina
441,41,Gato de Noche,Ñengo Flow,"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",82,85,0.892,0.662,8,-3.894,1,0.162,0.169,0.363,0.607,93.976,Argentina
442,42,Rompe,El negro tecla,['rkt'],58,71,0.858,0.513,2,-7.819,1,0.109,0.0358,0.116,0.42,85.993,Argentina
443,43,Éxtasis,Manuel Turizo,"['colombian pop', 'reggaeton', 'reggaeton colombiano', 'urbano latino']",85,81,0.829,0.747,7,-3.511,1,0.149,0.276,0.339,0.576,98.03,Argentina
444,44,Te Felicito,Shakira,"['colombian pop', 'dance pop', 'latin pop']",87,87,0.695,0.636,5,-4.654,1,0.317,0.234,0.081,0.575,174.14,Argentina
445,45,Pechito Partido,Rei,['trap argentino'],73,73,0.829,0.633,0,-6.295,1,0.0723,0.169,0.207,0.598,89.961,Argentina
446,46,PUNTO 40,Rauw Alejandro,"['puerto rican pop', 'trap latino', 'urbano latino']",91,80,0.857,0.829,0,-0.484,1,0.0842,0.00112,0.255,0.208,106.993,Argentina
447,47,CUÁNTOS TÉRMINOS?,YSY A,"['argentine hip hop', 'trap argentino']",79,74,0.738,0.744,11,-5.605,0,0.103,0.0478,0.251,0.569,124.492,Argentina
448,48,Mañosa,La Joaqui,"['argentine hip hop', 'rap latina']",74,69,0.902,0.62,5,-4.012,0,0.068,0.0797,0.0422,0.756,124.018,Argentina
449,49,Hood - Remix,Trueno,"['argentine hip hop', 'bases de freestyle', 'trap argentino']",76,77,0.674,0.456,3,-6.253,1,0.0399,0.785,0.126,0.933,89.967,Argentina
450,0,Llamame Bebe,Pailita,"['drill chileno', 'urbano chileno', 'urbano latino']",78,72,0.808,0.688,5,-6.78,1,0.106,0.232,0.149,0.351,105.034,Chile
451,1,Hey Mor,Ozuna,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",90,91,0.901,0.589,1,-6.713,0,0.289,0.00302,0.0992,0.399,98.002,Chile
452,2,La Bachata,Manuel Turizo,"['colombian pop', 'reggaeton', 'reggaeton colombiano', 'urbano latino']",85,97,0.835,0.679,7,-5.329,0,0.0364,0.583,0.218,0.85,124.98,Chile
453,3,Marisola - Remix,Cris Mj,"['mambo chileno', 'urbano chileno', 'urbano latino']",81,81,0.765,0.872,1,-5.863,1,0.0498,0.173,0.0749,0.722,94.999,Chile
454,4,La Jumpa,Arcángel,"['latin hip hop', 'reggaeton', 'urbano latino']",87,85,0.887,0.234,9,-14.52,1,0.178,0.111,0.13,0.197,140.02,Chile
455,5,Gato de Noche,Ñengo Flow,"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",82,85,0.892,0.662,8,-3.894,1,0.162,0.169,0.363,0.607,93.976,Chile
456,6,Parcera,Pailita,"['drill chileno', 'urbano chileno', 'urbano latino']",78,76,0.731,0.848,1,-5.014,0,0.0547,0.026,0.0779,0.659,96.996,Chile
457,7,Feliz Cumpleaños Ferxxo,Feid,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'urbano latino']",91,87,0.865,0.573,5,-5.501,1,0.0678,0.0863,0.305,0.563,94.999,Chile
458,8,LOKOTRON REMIX,Harry Nach,"['trap chileno', 'urbano chileno', 'urbano latino']",67,69,0.844,0.53,10,-9.177,0,0.146,0.276,0.123,0.746,92.008,Chile
459,9,Na Na Na - Remix,Pailita,"['drill chileno', 'urbano chileno', 'urbano latino']",78,77,0.831,0.83,3,-4.329,0,0.0865,0.0802,0.0442,0.938,98.003,Chile
460,10,Mandame Tu Ubi,Jere Klein,['reggaeton chileno'],65,73,0.791,0.644,10,-6.603,0,0.0651,0.101,0.109,0.953,100.935,Chile
461,11,"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino', 'urbano latino']",86,96,0.621,0.782,2,-5.548,1,0.044,0.0125,0.23,0.55,128.033,Chile
462,12,Me Porto Bonito,Bad Bunny,"['reggaeton', 'trap latino', 'urbano latino']",100,95,0.911,0.712,1,-5.105,0,0.0817,0.0901,0.0933,0.425,92.005,Chile
463,13,Efecto,Bad Bunny,"['reggaeton', 'trap latino', 'urbano latino']",100,93,0.801,0.475,7,-8.797,0,0.0516,0.141,0.0639,0.234,98.047,Chile
464,14,Vista Al Mar,Quevedo,"['rap canario', 'urbano latino']",87,89,0.759,0.561,0,-5.643,0,0.131,0.803,0.101,0.491,104.915,Chile
465,15,Marisola,Stars Music Chile,[],70,82,0.806,0.85,1,-4.84,1,0.0967,0.155,0.201,0.728,95.014,Chile
466,16,LOKERA,Rauw Alejandro,"['puerto rican pop', 'trap latino', 'urbano latino']",91,85,0.836,0.826,11,-2.66,0,0.0461,0.213,0.0814,0.579,102.025,Chile
467,17,TU DIABLO,ITHAN NY,"['drill chileno', 'reggaeton flow', 'urbano chileno', 'urbano latino']",66,78,0.793,0.676,4,-9.003,0,0.0633,0.0335,0.304,0.461,99.009,Chile
468,18,Ese Corte,Balbi El Chamako,"['mambo chileno', 'reggaeton chileno', 'reggaeton flow', 'urbano chileno']",63,70,0.685,0.829,11,-5.597,0,0.0456,0.00897,0.0512,0.509,95.115,Chile
469,19,GANAS,Julianno Sosa,"['urbano chileno', 'urbano latino']",69,74,0.728,0.643,0,-8.016,1,0.0436,0.124,0.119,0.334,99.987,Chile
470,20,Como Tu Ninguna - Remix,Cris Mj,"['mambo chileno', 'urbano chileno', 'urbano latino']",81,74,0.842,0.536,2,-6.669,1,0.0788,0.113,0.255,0.807,109.992,Chile
471,21,DEBI LLEVARTE FLORES,Young Cister,"['trap chileno', 'urbano chileno', 'urbano latino']",72,69,0.86,0.654,1,-4.639,1,0.0472,0.12,0.464,0.183,110.031,Chile
472,22,Ojitos Lindos,Bad Bunny,"['reggaeton', 'trap latino', 'urbano latino']",100,93,0.647,0.686,3,-5.745,0,0.0413,0.08,0.528,0.268,79.928,Chile
473,23,Punto G,Quevedo,"['rap canario', 'urbano latino']",87,89,0.751,0.761,11,-4.113,0,0.15,0.251,0.0991,0.553,92.032,Chile
474,24,BABY OTAKU,Pablito Pesadilla,[],68,84,0.835,0.747,9,-4.65,1,0.083,0.0492,0.055,0.432,102.003,Chile
475,25,Mini Mini,Punto40,['reggaeton chileno'],67,83,0.862,0.739,6,-4.612,1,0.387,0.703,0.141,0.885,98.073,Chile
476,26,LACONE,Polimá Westcoast,"['trap chileno', 'trap triste', 'urbano chileno', 'urbano latino']",78,82,0.798,0.718,8,-6.237,0,0.0443,0.263,0.142,0.727,126.01,Chile
